case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
barang sampai dgn selamat,barang sampai dgn selamat,barang sampai dengan selamat,"['barang', 'sampai', 'dengan', 'selamat']",['selamat'],['selamat'],selamat,"{'classified_text': 'selamat [4]', 'tweet_text': ' selamat', 'sentence_score': ['selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
belum dicoba tapi semoga cocok... thanks gift nya...,belum dicoba tapi semoga cocok thanks gift nya,belum dicoba tapi semoga cocok thanks gift nya,"['belum', 'dicoba', 'tapi', 'semoga', 'cocok', 'thanks', 'gift', 'nya']","['dicoba', 'semoga', 'cocok', 'thanks', 'gift']","['coba', 'moga', 'cocok', 'thanks', 'gift']",coba moga cocok thanks gift,"{'classified_text': 'coba moga cocok [3] thanks gift', 'tweet_text': ' coba moga cocok thanks gift', 'sentence_score': ['coba moga cocok [3] thanks gift'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"tipe kulitku berminyak masalah kulitku jerawat
bagi yg sdg jerawatan bermerah, ini moisturizer cocok bgtttt karena bikin nenangin kulit. pokknya enak polll",tipe kulitku berminyak masalah kulitku jerawat bagi yg sdg jerawatan bermerah ini moisturizer cocok bgtttt karena bikin nenangin kulit pokknya enak polll,tipe kulitku berminyak masalah kulitku jerawat bagi yang sedang jerawatan bermerah ini moisturizer cocok banget karena bikin nenangin kulit pokoknya enak pol,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'bagi', 'yang', 'sedang', 'jerawatan', 'bermerah', 'ini', 'moisturizer', 'cocok', 'banget', 'karena', 'bikin', 'nenangin', 'kulit', 'pokoknya', 'enak', 'pol']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'jerawatan', 'bermerah', 'moisturizer', 'cocok', 'banget', 'nenangin', 'kulit', 'pokoknya']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'jerawat', 'merah', 'moisturizer', 'cocok', 'banget', 'nenangin', 'kulit', 'pokok']",tipe kulit minyak kulit jerawat jerawat merah moisturizer cocok banget nenangin kulit pokok,"{'classified_text': 'tipe kulit minyak kulit jerawat jerawat merah moisturizer cocok [4] banget nenangin kulit pokok', 'tweet_text': ' tipe kulit minyak kulit jerawat jerawat merah moisturizer cocok banget nenangin kulit pokok', 'sentence_score': ['tipe kulit minyak kulit jerawat jerawat merah moisturizer cocok [4] banget nenangin kulit pokok'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"sesuai pesanan packaging bagus banget

terima kasih ya",sesuai pesanan packaging bagus banget terima kasih ya,sesuai pesanan packaging bagus banget terima kasih ya,"['sesuai', 'pesanan', 'packaging', 'bagus', 'banget', 'terima', 'kasih', 'ya']","['pesanan', 'packaging', 'bagus', 'banget', 'terima', 'kasih']","['pesan', 'packaging', 'bagus', 'banget', 'terima', 'kasih']",pesan packaging bagus banget terima kasih,"{'classified_text': 'pesan packaging bagus [5] banget terima kasih [4]', 'tweet_text': ' pesan packaging bagus banget terima kasih', 'sentence_score': ['pesan packaging bagus [5] banget terima kasih [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku kering tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku normal tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku jerawat,tipe kulitku kering tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku normal tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku jerawat,tipe kulitku kering tipe kulitku berminyak masalah kulitku pori besar masalah kulitku kerutan tipe kulitku normal tipe kulitku sensitif tipe kulitku kombinasi masalah kulitku jerawat,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'kulitku', 'pori', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'minyak', 'kulit', 'pori', 'kulit', 'kerut', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat']",tipe kulit kering tipe kulit minyak kulit pori kulit kerut tipe kulit normal tipe kulit sensitif tipe kulit kombinasi kulit jerawat,"{'classified_text': 'tipe kulit kering tipe kulit minyak kulit pori kulit kerut [-2] tipe kulit normal [-1] tipe kulit sensitif [-2] tipe kulit kombinasi kulit jerawat', 'tweet_text': ' tipe kulit kering tipe kulit minyak kulit pori kulit kerut tipe kulit normal tipe kulit sensitif tipe kulit kombinasi kulit jerawat', 'sentence_score': ['tipe kulit kering tipe kulit minyak kulit pori kulit kerut [-2] tipe kulit normal [-1] tipe kulit sensitif [-2] tipe kulit kombinasi kulit jerawat'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
thank you ya somethinc packing terniat banget. asli nambah percaya sama somethinc setelah di review drl,thank you ya somethinc packing terniat banget asli nambah percaya sama somethinc setelah di review drl,thank you ya somethinc packing terniat banget asli menambah percaya sama somethinc setelah di review drl,"['thank', 'you', 'ya', 'somethinc', 'packing', 'terniat', 'banget', 'asli', 'menambah', 'percaya', 'sama', 'somethinc', 'setelah', 'di', 'review', 'drl']","['thank', 'somethinc', 'packing', 'terniat', 'banget', 'asli', 'menambah', 'percaya', 'somethinc', 'review', 'drl']","['thank', 'somethinc', 'packing', 'niat', 'banget', 'asli', 'tambah', 'percaya', 'somethinc', 'review', 'drl']",thank somethinc packing niat banget asli tambah percaya somethinc review drl,"{'classified_text': 'thank somethinc packing niat banget asli [6] tambah percaya [5] somethinc review drl', 'tweet_text': ' thank somethinc packing niat banget asli tambah percaya somethinc review drl', 'sentence_score': ['thank somethinc packing niat banget asli [6] tambah percaya [5] somethinc review drl'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}"
"sellernya ramah,fast respon,packagingnya rapi,bedaknya halus,lip mattenya oke",sellernya ramah fast respon packagingnya rapi bedaknya halus lip mattenya oke,sellernya ramah fast respon packagingnya rapi bedaknya halus lip mattenya oke,"['sellernya', 'ramah', 'fast', 'respon', 'packagingnya', 'rapi', 'bedaknya', 'halus', 'lip', 'mattenya', 'oke']","['sellernya', 'ramah', 'fast', 'respon', 'packagingnya', 'rapi', 'bedaknya', 'halus', 'lip', 'mattenya', 'oke']","['sellernya', 'ramah', 'fast', 'respon', 'packagingnya', 'rapi', 'bedak', 'halus', 'lip', 'mattenya', 'oke']",sellernya ramah fast respon packagingnya rapi bedak halus lip mattenya oke,"{'classified_text': 'sellernya ramah [4] fast respon packagingnya rapi [4] bedak halus [3] lip mattenya oke [3]', 'tweet_text': ' sellernya ramah fast respon packagingnya rapi bedak halus lip mattenya oke', 'sentence_score': ['sellernya ramah [4] fast respon packagingnya rapi [4] bedak halus [3] lip mattenya oke [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"baru pertama kali nyoba, semoga cocok di kulitku",baru pertama kali nyoba semoga cocok di kulitku,baru pertama kali mencoba semoga cocok di kulitku,"['baru', 'pertama', 'kali', 'mencoba', 'semoga', 'cocok', 'di', 'kulitku']","['mencoba', 'semoga', 'cocok', 'kulitku']","['coba', 'moga', 'cocok', 'kulit']",coba moga cocok kulit,"{'classified_text': 'coba moga cocok [3] kulit', 'tweet_text': ' coba moga cocok kulit', 'sentence_score': ['coba moga cocok [3] kulit'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"thankyou somethinccc, calm down nya sudah sampai dan ternyata bagus di kulit akuuu. dapat gratisan penjepit bulu mata pulaa",thankyou somethinccc calm down nya sudah sampai dan ternyata bagus di kulit akuuu dapat gratisan penjepit bulu mata pulaa,thankyou somethinccc calm down nya sudah sampai dan ternyata bagus di kulit aku dapat gratisan penjepit bulu mata pula,"['thankyou', 'somethinccc', 'calm', 'down', 'nya', 'sudah', 'sampai', 'dan', 'ternyata', 'bagus', 'di', 'kulit', 'aku', 'dapat', 'gratisan', 'penjepit', 'bulu', 'mata', 'pula']","['thankyou', 'somethinccc', 'calm', 'down', 'bagus', 'kulit', 'gratisan', 'penjepit', 'bulu']","['thankyou', 'somethinccc', 'calm', 'down', 'bagus', 'kulit', 'gratis', 'jepit', 'bulu']",thankyou somethinccc calm down bagus kulit gratis jepit bulu,"{'classified_text': 'thankyou somethinc calm down bagus [4] kulit gratis jepit bulu [-1]', 'tweet_text': ' thankyou somethinc calm down bagus kulit gratis jepit bulu', 'sentence_score': ['thankyou somethinc calm down bagus [4] kulit gratis jepit bulu [-1]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
kualitas the best! packingan sempurna!  tipe kulitku berminyak,kualitas the best packingan sempurna tipe kulitku berminyak,kualitas the best packingan sempurna tipe kulitku berminyak,"['kualitas', 'the', 'best', 'packingan', 'sempurna', 'tipe', 'kulitku', 'berminyak']","['kualitas', 'best', 'packingan', 'sempurna', 'tipe', 'kulitku', 'berminyak']","['kualitas', 'best', 'packingan', 'sempurna', 'tipe', 'kulit', 'minyak']",kualitas best packingan sempurna tipe kulit minyak,"{'classified_text': 'kualitas best packingan sempurna [5] tipe kulit minyak', 'tweet_text': ' kualitas best packingan sempurna tipe kulit minyak', 'sentence_score': ['kualitas best packingan sempurna [5] tipe kulit minyak'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
kualitas the best! packingan sempurna!,kualitas the best packingan sempurna,kualitas the best packingan sempurna,"['kualitas', 'the', 'best', 'packingan', 'sempurna']","['kualitas', 'best', 'packingan', 'sempurna']","['kualitas', 'best', 'packingan', 'sempurna']",kualitas best packingan sempurna,"{'classified_text': 'kualitas best packingan sempurna [5]', 'tweet_text': ' kualitas best packingan sempurna', 'sentence_score': ['kualitas best packingan sempurna [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
suka detailnyaaaa,suka detailnyaaaa,suka detailnya,"['suka', 'detailnya']","['suka', 'detailnya']","['suka', 'detail']",suka detail,"{'classified_text': 'suka [4] detail', 'tweet_text': ' suka detail', 'sentence_score': ['suka [4] detail'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku kering masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku kering masalah kulitku kerutan masalah kulitku pori besar,tipe kulitku kering masalah kulitku kerutan masalah kulitku pori besar,"['tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kering', 'kulitku', 'kerutan', 'kulitku', 'pori']","['tipe', 'kulit', 'kering', 'kulit', 'kerut', 'kulit', 'pori']",tipe kulit kering kulit kerut kulit pori,"{'classified_text': 'tipe kulit kering kulit kerut [-2] kulit pori', 'tweet_text': ' tipe kulit kering kulit kerut kulit pori', 'sentence_score': ['tipe kulit kering kulit kerut [-2] kulit pori'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
langgganannnn,langgganannnn,langganan,['langganan'],['langganan'],['langgan'],langgan,"{'classified_text': 'langgan', 'tweet_text': ' langgan', 'sentence_score': ['langgan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"semoga cocok, baru pertama coba cleansing oil merk ini",semoga cocok baru pertama coba cleansing oil merk ini,semoga cocok baru pertama coba cleansing oil merk ini,"['semoga', 'cocok', 'baru', 'pertama', 'coba', 'cleansing', 'oil', 'merk', 'ini']","['semoga', 'cocok', 'coba', 'cleansing', 'oil', 'merk']","['moga', 'cocok', 'coba', 'cleansing', 'oil', 'merk']",moga cocok coba cleansing oil merk,"{'classified_text': 'moga cocok [3] coba cleansing oil merk', 'tweet_text': ' moga cocok coba cleansing oil merk', 'sentence_score': ['moga cocok [3] coba cleansing oil merk'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"pengemasan dan pengiriman cepat, pengepakan rapi dan aman, produk ori dan expnya lama 2026.",pengemasan dan pengiriman cepat pengepakan rapi dan aman produk ori dan expnya lama,pengemasan dan pengiriman cepat pengepakan rapi dan aman produk orisinal dan expnya lama,"['pengemasan', 'dan', 'pengiriman', 'cepat', 'pengepakan', 'rapi', 'dan', 'aman', 'produk', 'orisinal', 'dan', 'expnya', 'lama']","['pengemasan', 'pengiriman', 'cepat', 'pengepakan', 'rapi', 'aman', 'produk', 'orisinal', 'expnya']","['emas', 'kirim', 'cepat', 'epak', 'rapi', 'aman', 'produk', 'orisinal', 'expnya']",emas kirim cepat epak rapi aman produk orisinal expnya,"{'classified_text': 'emas [4] kirim cepat [4] epak rapi [4] aman [5] produk orisinal expnya', 'tweet_text': ' emas kirim cepat epak rapi aman produk orisinal expnya', 'sentence_score': ['emas [4] kirim cepat [4] epak rapi [4] aman [5] produk orisinal expnya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
semoga cocok. barang dikirim dalam kondisi baik. save package. tipe kulitku berminyak,semoga cocok barang dikirim dalam kondisi baik save package tipe kulitku berminyak,semoga cocok barang dikirim dalam kondisi baik save package tipe kulitku berminyak,"['semoga', 'cocok', 'barang', 'dikirim', 'dalam', 'kondisi', 'baik', 'save', 'package', 'tipe', 'kulitku', 'berminyak']","['semoga', 'cocok', 'dikirim', 'save', 'package', 'tipe', 'kulitku', 'berminyak']","['moga', 'cocok', 'kirim', 'save', 'package', 'tipe', 'kulit', 'minyak']",moga cocok kirim save package tipe kulit minyak,"{'classified_text': 'moga cocok [3] kirim save package tipe kulit minyak', 'tweet_text': ' moga cocok kirim save package tipe kulit minyak', 'sentence_score': ['moga cocok [3] kirim save package tipe kulit minyak'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
packaging aman. barang sampai dalam kondisi baik.,packaging aman barang sampai dalam kondisi baik,packaging aman barang sampai dalam kondisi baik,"['packaging', 'aman', 'barang', 'sampai', 'dalam', 'kondisi', 'baik']","['packaging', 'aman']","['packaging', 'aman']",packaging aman,"{'classified_text': 'packaging aman [4]', 'tweet_text': ' packaging aman', 'sentence_score': ['packaging aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
masalah kulitku jerawat tipe kulitku berminyak,masalah kulitku jerawat tipe kulitku berminyak,masalah kulitku jerawat tipe kulitku berminyak,"['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'berminyak']","['kulitku', 'jerawat', 'tipe', 'kulitku', 'berminyak']","['kulit', 'jerawat', 'tipe', 'kulit', 'minyak']",kulit jerawat tipe kulit minyak,"{'classified_text': 'kulit jerawat tipe kulit minyak', 'tweet_text': ' kulit jerawat tipe kulit minyak', 'sentence_score': ['kulit jerawat tipe kulit minyak'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"tipe kulitku kombinasi, efek kulit ketarinya minim, gentle banget, dan daya pembersihnya mantep",tipe kulitku kombinasi efek kulit ketarinya minim gentle banget dan daya pembersihnya mantep,tipe kulitku kombinasi efek kulit ketarinya minim gentle banget dan daya pembersihnya mantap,"['tipe', 'kulitku', 'kombinasi', 'efek', 'kulit', 'ketarinya', 'minim', 'gentle', 'banget', 'dan', 'daya', 'pembersihnya', 'mantap']","['tipe', 'kulitku', 'kombinasi', 'efek', 'kulit', 'ketarinya', 'minim', 'gentle', 'banget', 'daya', 'pembersihnya', 'mantap']","['tipe', 'kulit', 'kombinasi', 'efek', 'kulit', 'ketar', 'minim', 'gentle', 'banget', 'daya', 'bersih', 'mantap']",tipe kulit kombinasi efek kulit ketar minim gentle banget daya bersih mantap,"{'classified_text': 'tipe kulit kombinasi efek kulit ketar minim [-3] gentle banget daya bersih [5] mantap [5]', 'tweet_text': ' tipe kulit kombinasi efek kulit ketar minim gentle banget daya bersih mantap', 'sentence_score': ['tipe kulit kombinasi efek kulit ketar minim [-3] gentle banget daya bersih [5] mantap [5]'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}"
"udah cocok banget dan sering repurchase, packing aman dan rapi banget, di tambah exp nya lama. sering2 adain diskon yaaa biar saya makin sering co produk samtink hahahha",udah cocok banget dan sering repurchase packing aman dan rapi banget di tambah exp nya lama sering adain diskon yaaa biar saya makin sering co produk samtink hahahha,sudah cocok banget dan sering repurchase packing aman dan rapi banget di tambah exp nya lama sering mengadakan diskon ya biar saya makin sering checkout produk samtink hahahha,"['sudah', 'cocok', 'banget', 'dan', 'sering', 'repurchase', 'packing', 'aman', 'dan', 'rapi', 'banget', 'di', 'tambah', 'exp', 'nya', 'lama', 'sering', 'mengadakan', 'diskon', 'ya', 'biar', 'saya', 'makin', 'sering', 'checkout', 'produk', 'samtink', 'hahahha']","['cocok', 'banget', 'repurchase', 'packing', 'aman', 'rapi', 'banget', 'exp', 'mengadakan', 'diskon', 'checkout', 'produk', 'samtink', 'hahahha']","['cocok', 'banget', 'repurchase', 'packing', 'aman', 'rapi', 'banget', 'exp', 'ada', 'diskon', 'checkout', 'produk', 'samtink', 'hahahha']",cocok banget repurchase packing aman rapi banget exp ada diskon checkout produk samtink hahahha,"{'classified_text': 'cocok [4] banget repurchase packing aman [4] rapi [6] banget exp ada diskon checkout produk samtink hahahha', 'tweet_text': ' cocok banget repurchase packing aman rapi banget exp ada diskon checkout produk samtink hahahha', 'sentence_score': ['cocok [4] banget repurchase packing aman [4] rapi [6] banget exp ada diskon checkout produk samtink hahahha'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}"
"dulu pernah nyoba dan cocok, tapi udah berhenti lama dan ga di lanjut lagi. semoga kali ini cocok lagii ya. yg paling penting exp nya masih lama",dulu pernah nyoba dan cocok tapi udah berhenti lama dan ga di lanjut lagi semoga kali ini cocok lagii ya yg paling penting exp nya masih lama,dulu pernah mencoba dan cocok tapi sudah berhenti lama dan enggak di lanjut lagi semoga kali ini cocok lagi ya yang paling penting exp nya masih lama,"['dulu', 'pernah', 'mencoba', 'dan', 'cocok', 'tapi', 'sudah', 'berhenti', 'lama', 'dan', 'enggak', 'di', 'lanjut', 'lagi', 'semoga', 'kali', 'ini', 'cocok', 'lagi', 'ya', 'yang', 'paling', 'penting', 'exp', 'nya', 'masih', 'lama']","['mencoba', 'cocok', 'berhenti', 'semoga', 'cocok', 'exp']","['coba', 'cocok', 'henti', 'moga', 'cocok', 'exp']",coba cocok henti moga cocok exp,"{'classified_text': 'coba cocok [3] henti moga cocok [3] exp', 'tweet_text': ' coba cocok henti moga cocok exp', 'sentence_score': ['coba cocok [3] henti moga cocok [3] exp'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
