case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
belum coba. beli karena disaranin. semoga cocok. packingnya juga aman. pengirimannya lumayaan tipe kulitku kombinasi,belum coba beli karena disaranin semoga cocok packingnya juga aman pengirimannya lumayaan tipe kulitku kombinasi,belum coba beli karena disaranin semoga cocok packingnya juga aman pengirimannya lumayaan tipe kulitku kombinasi,"['belum', 'coba', 'beli', 'karena', 'disaranin', 'semoga', 'cocok', 'packingnya', 'juga', 'aman', 'pengirimannya', 'lumayaan', 'tipe', 'kulitku', 'kombinasi']","['coba', 'beli', 'disaranin', 'semoga', 'cocok', 'packingnya', 'aman', 'pengirimannya', 'lumayaan', 'tipe', 'kulitku', 'kombinasi']","['coba', 'beli', 'disaranin', 'moga', 'cocok', 'packingnya', 'aman', 'kirim', 'lumayaan', 'tipe', 'kulit', 'kombinasi']",coba beli disaranin moga cocok packingnya aman kirim lumayaan tipe kulit kombinasi,"{'classified_text': 'coba beli disaranin moga cocok [3] packingnya aman [4] kirim lumayaan tipe kulit kombinasi', 'tweet_text': ' coba beli disaranin moga cocok packingnya aman kirim lumayaan tipe kulit kombinasi', 'sentence_score': ['coba beli disaranin moga cocok [3] packingnya aman [4] kirim lumayaan tipe kulit kombinasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba beli disaranin moga cocok [3] packingnya aman [4] kirim lumayaan tipe kulit kombinasi, coba beli disaranin moga cocok packingnya aman kirim lumayaan tipe kulit kombinasi,['coba beli disaranin moga cocok [3] packingnya aman [4] kirim lumayaan tipe kulit kombinasi'],4,-1,positif
abguusss,abguusss,bagus,['bagus'],['bagus'],['bagus'],bagus,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
"sunscreen enak mudah menyerap krn texture gel, cuman disayangkan krn lubang tubenya gede jadi kalo pakai dosis 2 jari gendut tuh radak susah, mungkin bisa diperbaiki dari segi packaging  tipe kulitku kombinasi",sunscreen enak mudah menyerap krn texture gel cuman disayangkan krn lubang tubenya gede jadi kalo pakai dosis jari gendut tuh radak susah mungkin bisa diperbaiki dari segi packaging tipe kulitku kombinasi,sunscreen enak mudah menyerap karena texture gel cuman disayangkan karena lubang tubenya gede jadi kalo pakai dosis jari gendut tuh radak susah mungkin bisa diperbaiki dari segi packaging tipe kulitku kombinasi,"['sunscreen', 'enak', 'mudah', 'menyerap', 'karena', 'texture', 'gel', 'cuman', 'disayangkan', 'karena', 'lubang', 'tubenya', 'gede', 'jadi', 'kalo', 'pakai', 'dosis', 'jari', 'gendut', 'tuh', 'radak', 'susah', 'mungkin', 'bisa', 'diperbaiki', 'dari', 'segi', 'packaging', 'tipe', 'kulitku', 'kombinasi']","['sunscreen', 'mudah', 'menyerap', 'texture', 'gel', 'cuman', 'disayangkan', 'lubang', 'tubenya', 'gede', 'pakai', 'dosis', 'jari', 'gendut', 'radak', 'susah', 'diperbaiki', 'segi', 'packaging', 'tipe', 'kulitku', 'kombinasi']","['sunscreen', 'mudah', 'serap', 'texture', 'gel', 'cuman', 'sayang', 'lubang', 'tube', 'gede', 'pakai', 'dosis', 'jari', 'gendut', 'radak', 'susah', 'baik', 'segi', 'packaging', 'tipe', 'kulit', 'kombinasi']",sunscreen mudah serap texture gel cuman sayang lubang tube gede pakai dosis jari gendut radak susah baik segi packaging tipe kulit kombinasi,"{'classified_text': 'sunscreen mudah [3] serap texture gel cuman sayang [4] lubang tube gede pakai dosis jari gendut radak susah [-3] baik [4] segi packaging tipe kulit kombinasi', 'tweet_text': ' sunscreen mudah serap texture gel cuman sayang lubang tube gede pakai dosis jari gendut radak susah baik segi packaging tipe kulit kombinasi', 'sentence_score': ['sunscreen mudah [3] serap texture gel cuman sayang [4] lubang tube gede pakai dosis jari gendut radak susah [-3] baik [4] segi packaging tipe kulit kombinasi'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",sunscreen mudah [3] serap texture gel cuman sayang [4] lubang tube gede pakai dosis jari gendut radak susah [-3] baik [4] segi packaging tipe kulit kombinasi, sunscreen mudah serap texture gel cuman sayang lubang tube gede pakai dosis jari gendut radak susah baik segi packaging tipe kulit kombinasi,['sunscreen mudah [3] serap texture gel cuman sayang [4] lubang tube gede pakai dosis jari gendut radak susah [-3] baik [4] segi packaging tipe kulit kombinasi'],4,-3,positif
tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku normal tipe kulitku berminyak masalah kulitku jerawat tipe kulitku kombinasi,"['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'normal', 'tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'tipe', 'kulit', 'kombinasi']",tipe kulit normal tipe kulit minyak kulit jerawat tipe kulit kombinasi,"{'classified_text': 'tipe kulit normal [-1] tipe kulit minyak kulit jerawat tipe kulit kombinasi', 'tweet_text': ' tipe kulit normal tipe kulit minyak kulit jerawat tipe kulit kombinasi', 'sentence_score': ['tipe kulit normal [-1] tipe kulit minyak kulit jerawat tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit normal [-1] tipe kulit minyak kulit jerawat tipe kulit kombinasi, tipe kulit normal tipe kulit minyak kulit jerawat tipe kulit kombinasi,['tipe kulit normal [-1] tipe kulit minyak kulit jerawat tipe kulit kombinasi'],1,-1,netral
sudah sering beli dan belum ada yg tidak sesuai dengan produknya,sudah sering beli dan belum ada yg tidak sesuai dengan produknya,sudah sering beli dan belum ada yang tidak sesuai dengan produknya,"['sudah', 'sering', 'beli', 'dan', 'belum', 'ada', 'yang', 'tidak', 'sesuai', 'dengan', 'produknya']","['beli', 'produknya']","['beli', 'produk']",beli produk,"{'classified_text': 'beli produk', 'tweet_text': ' beli produk', 'sentence_score': ['beli produk'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",beli produk, beli produk,['beli produk'],1,-1,netral
"tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar
bagus banget muka ku jadi lebih haluss",tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar bagus banget muka ku jadi lebih haluss,tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku pori besar bagus banget muka ku jadi lebih halus,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'bagus', 'banget', 'muka', 'ku', 'jadi', 'lebih', 'halus']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'kulitku', 'pori', 'bagus', 'banget', 'muka', 'ku', 'halus']","['tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'pori', 'bagus', 'banget', 'muka', 'ku', 'halus']",tipe kulit kombinasi kulit kerut kulit pori bagus banget muka ku halus,"{'classified_text': 'tipe kulit kombinasi kulit kerut [-2] kulit pori bagus [5] banget muka ku halus [3]', 'tweet_text': ' tipe kulit kombinasi kulit kerut kulit pori bagus banget muka ku halus', 'sentence_score': ['tipe kulit kombinasi kulit kerut [-2] kulit pori bagus [5] banget muka ku halus [3]'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",tipe kulit kombinasi kulit kerut [-2] kulit pori bagus [5] banget muka ku halus [3], tipe kulit kombinasi kulit kerut kulit pori bagus banget muka ku halus,['tipe kulit kombinasi kulit kerut [-2] kulit pori bagus [5] banget muka ku halus [3]'],5,-2,positif
barang sudah sampai dengan selamat. tks,barang sudah sampai dengan selamat tks,barang sudah sampai dengan selamat thanks,"['barang', 'sudah', 'sampai', 'dengan', 'selamat', 'thanks']","['selamat', 'thanks']","['selamat', 'thanks']",selamat thanks,"{'classified_text': 'selamat [4] thanks', 'tweet_text': ' selamat thanks', 'sentence_score': ['selamat [4] thanks'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",selamat [4] thanks, selamat thanks,['selamat [4] thanks'],4,-1,positif
cocok untuk kulit kering,cocok untuk kulit kering,cocok untuk kulit kering,"['cocok', 'untuk', 'kulit', 'kering']","['cocok', 'kulit', 'kering']","['cocok', 'kulit', 'kering']",cocok kulit kering,"{'classified_text': 'cocok [3] kulit kering', 'tweet_text': ' cocok kulit kering', 'sentence_score': ['cocok [3] kulit kering'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit kering, cocok kulit kering,['cocok [3] kulit kering'],3,-1,positif
"tipe kulitku kering mayan bantu sii, btw tutupnya yg dalem susah banget di buka😭",tipe kulitku kering mayan bantu sii btw tutupnya yg dalem susah banget di buka,tipe kulitku kering lumayan bantu sih btw tutupnya yang dalem susah banget di buka,"['tipe', 'kulitku', 'kering', 'lumayan', 'bantu', 'sih', 'btw', 'tutupnya', 'yang', 'dalem', 'susah', 'banget', 'di', 'buka']","['tipe', 'kulitku', 'kering', 'lumayan', 'bantu', 'tutupnya', 'dalem', 'susah', 'banget', 'buka']","['tipe', 'kulit', 'kering', 'lumayan', 'bantu', 'tutup', 'dalem', 'susah', 'banget', 'buka']",tipe kulit kering lumayan bantu tutup dalem susah banget buka,"{'classified_text': 'tipe kulit kering lumayan [2] bantu tutup dalem susah [-4] banget buka', 'tweet_text': ' tipe kulit kering lumayan bantu tutup dalem susah banget buka', 'sentence_score': ['tipe kulit kering lumayan [2] bantu tutup dalem susah [-4] banget buka'], 'max_positive': 2, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulit kering lumayan [2] bantu tutup dalem susah [-4] banget buka, tipe kulit kering lumayan bantu tutup dalem susah banget buka,['tipe kulit kering lumayan [2] bantu tutup dalem susah [-4] banget buka'],2,-4,negatif
"setelah menggunakan 2 produk ini selama beberapa hari, kulit wajah yang tadinya kering sekarang terasa lembab 🫰🏻 love it!",setelah menggunakan produk ini selama beberapa hari kulit wajah yang tadinya kering sekarang terasa lembab love it,setelah menggunakan produk ini selama beberapa hari kulit wajah yang tadinya kering sekarang terasa lembab love itu,"['setelah', 'menggunakan', 'produk', 'ini', 'selama', 'beberapa', 'hari', 'kulit', 'wajah', 'yang', 'tadinya', 'kering', 'sekarang', 'terasa', 'lembab', 'love', 'itu']","['produk', 'kulit', 'kering', 'lembab', 'love']","['produk', 'kulit', 'kering', 'lembab', 'love']",produk kulit kering lembab love,"{'classified_text': 'produk kulit kering lembab love', 'tweet_text': ' produk kulit kering lembab love', 'sentence_score': ['produk kulit kering lembab love'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",produk kulit kering lembab love, produk kulit kering lembab love,['produk kulit kering lembab love'],1,-1,netral
"cocok di kulit yg sensitif, teksturnya ga lengket",cocok di kulit yg sensitif teksturnya ga lengket,cocok di kulit yang sensitif teksturnya enggak lengket,"['cocok', 'di', 'kulit', 'yang', 'sensitif', 'teksturnya', 'enggak', 'lengket']","['cocok', 'kulit', 'sensitif', 'teksturnya', 'lengket']","['cocok', 'kulit', 'sensitif', 'tekstur', 'lengket']",cocok kulit sensitif tekstur lengket,"{'classified_text': 'cocok [3] kulit sensitif [-2] tekstur lengket', 'tweet_text': ' cocok kulit sensitif tekstur lengket', 'sentence_score': ['cocok [3] kulit sensitif [-2] tekstur lengket'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",cocok [3] kulit sensitif [-2] tekstur lengket, cocok kulit sensitif tekstur lengket,['cocok [3] kulit sensitif [-2] tekstur lengket'],3,-2,positif
pengiriman lama dari sebelum tahun baru dan paket tidak saya terima. ekspedisi nyasar kirim paket nya.,pengiriman lama dari sebelum tahun baru dan paket tidak saya terima ekspedisi nyasar kirim paket nya,pengiriman lama dari sebelum tahun baru dan paket tidak saya terima ekspedisi nyasar kirim paket nya,"['pengiriman', 'lama', 'dari', 'sebelum', 'tahun', 'baru', 'dan', 'paket', 'tidak', 'saya', 'terima', 'ekspedisi', 'nyasar', 'kirim', 'paket', 'nya']","['pengiriman', 'paket', 'terima', 'ekspedisi', 'nyasar', 'kirim', 'paket']","['kirim', 'paket', 'terima', 'ekspedisi', 'nyasar', 'kirim', 'paket']",kirim paket terima ekspedisi nyasar kirim paket,"{'classified_text': 'kirim paket terima ekspedisi nyasar kirim paket', 'tweet_text': ' kirim paket terima ekspedisi nyasar kirim paket', 'sentence_score': ['kirim paket terima ekspedisi nyasar kirim paket'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kirim paket terima ekspedisi nyasar kirim paket, kirim paket terima ekspedisi nyasar kirim paket,['kirim paket terima ekspedisi nyasar kirim paket'],1,-1,netral
cantik warnanya dan ternyata pigmented bgt ya,cantik warnanya dan ternyata pigmented bgt ya,cantik warnanya dan ternyata pigmented banget ya,"['cantik', 'warnanya', 'dan', 'ternyata', 'pigmented', 'banget', 'ya']","['cantik', 'warnanya', 'pigmented', 'banget']","['cantik', 'warna', 'pigmented', 'banget']",cantik warna pigmented banget,"{'classified_text': 'cantik [5] warna pigmented banget', 'tweet_text': ' cantik warna pigmented banget', 'sentence_score': ['cantik [5] warna pigmented banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",cantik [5] warna pigmented banget, cantik warna pigmented banget,['cantik [5] warna pigmented banget'],5,-1,positif
"cocok, udah sering pake. ok.",cocok udah sering pake ok,cocok sudah sering pakai ok,"['cocok', 'sudah', 'sering', 'pakai', 'ok']","['cocok', 'pakai']","['cocok', 'pakai']",cocok pakai,"{'classified_text': 'cocok [3] pakai', 'tweet_text': ' cocok pakai', 'sentence_score': ['cocok [3] pakai'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] pakai, cocok pakai,['cocok [3] pakai'],3,-1,positif
udah sering repeat order. ok,udah sering repeat order ok,sudah sering repeat order ok,"['sudah', 'sering', 'repeat', 'order', 'ok']","['repeat', 'order']","['repeat', 'order']",repeat order,"{'classified_text': 'repeat order', 'tweet_text': ' repeat order', 'sentence_score': ['repeat order'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",repeat order, repeat order,['repeat order'],1,-1,netral
aku masih belum pernah coba tapi semoga nanti sesuai expetasii. barangnya sampe dengan aman plus bubble wrapnya tebel bangettttt.,aku masih belum pernah coba tapi semoga nanti sesuai expetasii barangnya sampe dengan aman plus bubble wrapnya tebel bangettttt,aku masih belum pernah coba tapi semoga nanti sesuai expetasii barangnya sampai dengan aman plus bubble wrapnya tebal banget,"['aku', 'masih', 'belum', 'pernah', 'coba', 'tapi', 'semoga', 'nanti', 'sesuai', 'expetasii', 'barangnya', 'sampai', 'dengan', 'aman', 'plus', 'bubble', 'wrapnya', 'tebal', 'banget']","['coba', 'semoga', 'expetasii', 'barangnya', 'aman', 'plus', 'bubble', 'wrapnya', 'tebal', 'banget']","['coba', 'moga', 'expetasii', 'barang', 'aman', 'plus', 'bubble', 'wrapnya', 'tebal', 'banget']",coba moga expetasii barang aman plus bubble wrapnya tebal banget,"{'classified_text': 'coba moga expetasii barang aman [4] plus bubble wrapnya tebal banget', 'tweet_text': ' coba moga expetasii barang aman plus bubble wrapnya tebal banget', 'sentence_score': ['coba moga expetasii barang aman [4] plus bubble wrapnya tebal banget'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba moga expetasii barang aman [4] plus bubble wrapnya tebal banget, coba moga expetasii barang aman plus bubble wrapnya tebal banget,['coba moga expetasii barang aman [4] plus bubble wrapnya tebal banget'],4,-1,positif
"packingnya niat bgt padahal cuma beli lip cream, so aman bgt nyampe ke cust😭💗 warnanya cantik buat ombre😍 thx u tokped&azarine!💗",packingnya niat bgt padahal cuma beli lip cream so aman bgt nyampe ke cust warnanya cantik buat ombre thx tokped azarine,packingnya niat banget padahal cuma beli lip cream so aman banget sampai ke cust warnanya cantik buat ombre thanks tokped azarine,"['packingnya', 'niat', 'banget', 'padahal', 'cuma', 'beli', 'lip', 'cream', 'so', 'aman', 'banget', 'sampai', 'ke', 'cust', 'warnanya', 'cantik', 'buat', 'ombre', 'thanks', 'tokped', 'azarine']","['packingnya', 'niat', 'banget', 'beli', 'lip', 'cream', 'aman', 'banget', 'cust', 'warnanya', 'cantik', 'ombre', 'thanks', 'tokped', 'azarine']","['packingnya', 'niat', 'banget', 'beli', 'lip', 'cream', 'aman', 'banget', 'cust', 'warna', 'cantik', 'ombre', 'thanks', 'tokped', 'azarine']",packingnya niat banget beli lip cream aman banget cust warna cantik ombre thanks tokped azarine,"{'classified_text': 'packingnya niat banget beli lip cream aman [5] banget cust warna cantik [5] ombre thanks tokped azarine', 'tweet_text': ' packingnya niat banget beli lip cream aman banget cust warna cantik ombre thanks tokped azarine', 'sentence_score': ['packingnya niat banget beli lip cream aman [5] banget cust warna cantik [5] ombre thanks tokped azarine'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packingnya niat banget beli lip cream aman [5] banget cust warna cantik [5] ombre thanks tokped azarine, packingnya niat banget beli lip cream aman banget cust warna cantik ombre thanks tokped azarine,['packingnya niat banget beli lip cream aman [5] banget cust warna cantik [5] ombre thanks tokped azarine'],5,-1,positif
barang dikirim cuma 1 padahal beli twin wkwkwk. halo azarine kalo mau aku ubah ratingnya tolong kirim barang kurangnya yg harusnya jadi hak saya ya!!,barang dikirim cuma padahal beli twin halo azarine kalo mau aku ubah ratingnya tolong kirim barang kurangnya yg harusnya jadi hak saya ya,barang dikirim cuma padahal beli twin halo azarine kalo mau aku ubah ratingnya tolong kirim barang kurangnya yang harusnya jadi hak saya ya,"['barang', 'dikirim', 'cuma', 'padahal', 'beli', 'twin', 'halo', 'azarine', 'kalo', 'mau', 'aku', 'ubah', 'ratingnya', 'tolong', 'kirim', 'barang', 'kurangnya', 'yang', 'harusnya', 'jadi', 'hak', 'saya', 'ya']","['dikirim', 'beli', 'twin', 'azarine', 'ubah', 'ratingnya', 'tolong', 'kirim', 'kurangnya', 'hak']","['kirim', 'beli', 'twin', 'azarine', 'ubah', 'ratingnya', 'tolong', 'kirim', 'kurang', 'hak']",kirim beli twin azarine ubah ratingnya tolong kirim kurang hak,"{'classified_text': 'kirim beli twin azarine ubah ratingnya tolong kirim kurang [-2] hak', 'tweet_text': ' kirim beli twin azarine ubah ratingnya tolong kirim kurang hak', 'sentence_score': ['kirim beli twin azarine ubah ratingnya tolong kirim kurang [-2] hak'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",kirim beli twin azarine ubah ratingnya tolong kirim kurang [-2] hak, kirim beli twin azarine ubah ratingnya tolong kirim kurang hak,['kirim beli twin azarine ubah ratingnya tolong kirim kurang [-2] hak'],1,-2,negatif
"lucuuu bgt warnanya hihi, liat punya temen bagus jadi aku ikut beli >_<",lucuuu bgt warnanya liat punya temen bagus jadi aku ikut beli ,lucu banget warnanya lihat punya teman bagus jadi aku ikut beli ,"['lucu', 'banget', 'warnanya', 'lihat', 'punya', 'teman', 'bagus', 'jadi', 'aku', 'ikut', 'beli']","['lucu', 'banget', 'warnanya', 'bagus', 'beli']","['lucu', 'banget', 'warna', 'bagus', 'beli']",lucu banget warna bagus beli,"{'classified_text': 'lucu [5] banget warna bagus [4] beli', 'tweet_text': ' lucu banget warna bagus beli', 'sentence_score': ['lucu [5] banget warna bagus [4] beli'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",lucu [5] banget warna bagus [4] beli, lucu banget warna bagus beli,['lucu [5] banget warna bagus [4] beli'],5,-1,positif
