case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
pengiriman cepat dan sudah dua kali order untuk toner ini. excellent!,pengiriman cepat dan sudah dua kali order untuk toner ini excellent,pengiriman cepat dan sudah dua kali order untuk toner ini excellent,"['pengiriman', 'cepat', 'dan', 'sudah', 'dua', 'kali', 'order', 'untuk', 'toner', 'ini', 'excellent']","['pengiriman', 'cepat', 'order', 'toner', 'excellent']","['kirim', 'cepat', 'order', 'toner', 'excellent']",kirim cepat order toner excellent,"{'classified_text': 'kirim cepat [4] order toner excellent', 'tweet_text': ' kirim cepat order toner excellent', 'sentence_score': ['kirim cepat [4] order toner excellent'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] order toner excellent, kirim cepat order toner excellent,['kirim cepat [4] order toner excellent'],4,-1,positif
"pengiriman cepat, kualitas baik",pengiriman cepat kualitas baik,pengiriman cepat kualitas baik,"['pengiriman', 'cepat', 'kualitas', 'baik']","['pengiriman', 'cepat', 'kualitas']","['kirim', 'cepat', 'kualitas']",kirim cepat kualitas,"{'classified_text': 'kirim cepat [4] kualitas', 'tweet_text': ' kirim cepat kualitas', 'sentence_score': ['kirim cepat [4] kualitas'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] kualitas, kirim cepat kualitas,['kirim cepat [4] kualitas'],4,-1,positif
"cocok pakai serum ini, aman dan tidak iritasi di kulit.",cocok pakai serum ini aman dan tidak iritasi di kulit,cocok pakai serum ini aman dan tidak iritasi di kulit,"['cocok', 'pakai', 'serum', 'ini', 'aman', 'dan', 'tidak', 'iritasi', 'di', 'kulit']","['cocok', 'pakai', 'serum', 'aman', 'iritasi', 'kulit']","['cocok', 'pakai', 'serum', 'aman', 'iritasi', 'kulit']",cocok pakai serum aman iritasi kulit,"{'classified_text': 'cocok [3] pakai serum aman [4] iritasi kulit', 'tweet_text': ' cocok pakai serum aman iritasi kulit', 'sentence_score': ['cocok [3] pakai serum aman [4] iritasi kulit'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] pakai serum aman [4] iritasi kulit, cocok pakai serum aman iritasi kulit,['cocok [3] pakai serum aman [4] iritasi kulit'],4,-1,positif
mantep pake voucher,mantep pake voucher,mantap pakai voucher,"['mantap', 'pakai', 'voucher']","['mantap', 'pakai', 'voucher']","['mantap', 'pakai', 'voucher']",mantap pakai voucher,"{'classified_text': 'mantap [4] pakai voucher', 'tweet_text': ' mantap pakai voucher', 'sentence_score': ['mantap [4] pakai voucher'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] pakai voucher, mantap pakai voucher,['mantap [4] pakai voucher'],4,-1,positif
kemasan ramah lingkungan dan aman. semoga cocok sama serum buatan anak bangsa.,kemasan ramah lingkungan dan aman semoga cocok sama serum buatan anak bangsa,kemasan ramah lingkungan dan aman semoga cocok sama serum buatan anak bangsa,"['kemasan', 'ramah', 'lingkungan', 'dan', 'aman', 'semoga', 'cocok', 'sama', 'serum', 'buatan', 'anak', 'bangsa']","['kemasan', 'ramah', 'lingkungan', 'aman', 'semoga', 'cocok', 'serum', 'buatan', 'anak', 'bangsa']","['kemas', 'ramah', 'lingkung', 'aman', 'moga', 'cocok', 'serum', 'buat', 'anak', 'bangsa']",kemas ramah lingkung aman moga cocok serum buat anak bangsa,"{'classified_text': 'kemas ramah [4] lingkung aman [4] moga cocok [3] serum buat anak bangsa', 'tweet_text': ' kemas ramah lingkung aman moga cocok serum buat anak bangsa', 'sentence_score': ['kemas ramah [4] lingkung aman [4] moga cocok [3] serum buat anak bangsa'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kemas ramah [4] lingkung aman [4] moga cocok [3] serum buat anak bangsa, kemas ramah lingkung aman moga cocok serum buat anak bangsa,['kemas ramah [4] lingkung aman [4] moga cocok [3] serum buat anak bangsa'],4,-1,positif
"terimakasih kak, serum avoskinnya sudah sampai.
baru pertama kali pakai,semoga cocok dikulit ku dan membantu menyamarkan noda bekas jerawat 🥰",terimakasih kak serum avoskinnya sudah sampai baru pertama kali pakai semoga cocok dikulit ku dan membantu menyamarkan noda bekas jerawat,terima kasih kak serum avoskinnya sudah sampai baru pertama kali pakai semoga cocok dikulit ku dan membantu menyamarkan noda bekas jerawat,"['terima', 'kasih', 'kak', 'serum', 'avoskinnya', 'sudah', 'sampai', 'baru', 'pertama', 'kali', 'pakai', 'semoga', 'cocok', 'dikulit', 'ku', 'dan', 'membantu', 'menyamarkan', 'noda', 'bekas', 'jerawat']","['terima', 'kasih', 'serum', 'avoskinnya', 'pakai', 'semoga', 'cocok', 'dikulit', 'ku', 'menyamarkan', 'noda', 'bekas', 'jerawat']","['terima', 'kasih', 'serum', 'avoskinnya', 'pakai', 'moga', 'cocok', 'kulit', 'ku', 'samar', 'noda', 'bekas', 'jerawat']",terima kasih serum avoskinnya pakai moga cocok kulit ku samar noda bekas jerawat,"{'classified_text': 'terima kasih [4] serum avoskinnya pakai moga cocok [3] kulit ku samar [-2] noda bekas [-4] jerawat', 'tweet_text': ' terima kasih serum avoskinnya pakai moga cocok kulit ku samar noda bekas jerawat', 'sentence_score': ['terima kasih [4] serum avoskinnya pakai moga cocok [3] kulit ku samar [-2] noda bekas [-4] jerawat'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",terima kasih [4] serum avoskinnya pakai moga cocok [3] kulit ku samar [-2] noda bekas [-4] jerawat, terima kasih serum avoskinnya pakai moga cocok kulit ku samar noda bekas jerawat,['terima kasih [4] serum avoskinnya pakai moga cocok [3] kulit ku samar [-2] noda bekas [-4] jerawat'],4,-4,netral
"udh sampeeee, walaupun agak lama gapapa karena jauh juga jogjaaaa ;(( 
baru nyobaa semoga cocokkk eaa",udh sampeeee walaupun agak lama gapapa karena jauh juga jogjaaaa baru nyobaa semoga cocokkk eaa,sudah sampai walaupun agak lama gapapa karena jauh juga jogja baru mencoba semoga cocok eaa,"['sudah', 'sampai', 'walaupun', 'agak', 'lama', 'gapapa', 'karena', 'jauh', 'juga', 'jogja', 'baru', 'mencoba', 'semoga', 'cocok', 'eaa']","['gapapa', 'jogja', 'mencoba', 'semoga', 'cocok', 'eaa']","['gapapa', 'jogja', 'coba', 'moga', 'cocok', 'eaa']",gapapa jogja coba moga cocok eaa,"{'classified_text': 'gapapa jogja coba moga cocok [3] eaa', 'tweet_text': ' gapapa jogja coba moga cocok eaa', 'sentence_score': ['gapapa jogja coba moga cocok [3] eaa'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",gapapa jogja coba moga cocok [3] eaa, gapapa jogja coba moga cocok eaa,['gapapa jogja coba moga cocok [3] eaa'],3,-1,positif
pengiriman aman bgt soalnya agak worry krn kemasannya botol kaca,pengiriman aman bgt soalnya agak worry krn kemasannya botol kaca,pengiriman aman banget soalnya agak worry karena kemasannya botol kaca,"['pengiriman', 'aman', 'banget', 'soalnya', 'agak', 'worry', 'karena', 'kemasannya', 'botol', 'kaca']","['pengiriman', 'aman', 'banget', 'worry', 'kemasannya', 'botol', 'kaca']","['kirim', 'aman', 'banget', 'worry', 'kemas', 'botol', 'kaca']",kirim aman banget worry kemas botol kaca,"{'classified_text': 'kirim aman [5] banget worry kemas botol kaca', 'tweet_text': ' kirim aman banget worry kemas botol kaca', 'sentence_score': ['kirim aman [5] banget worry kemas botol kaca'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",kirim aman [5] banget worry kemas botol kaca, kirim aman banget worry kemas botol kaca,['kirim aman [5] banget worry kemas botol kaca'],5,-1,positif
"udh pernah coba yg travel kit, dan cocok. exp masih lama sih thn 2025 bulan maret",udh pernah coba yg travel kit dan cocok exp masih lama sih thn bulan maret,sudah pernah coba yang travel kit dan cocok exp masih lama sih tahun bulan maret,"['sudah', 'pernah', 'coba', 'yang', 'travel', 'kit', 'dan', 'cocok', 'exp', 'masih', 'lama', 'sih', 'tahun', 'bulan', 'maret']","['coba', 'travel', 'kit', 'cocok', 'exp', 'maret']","['coba', 'travel', 'kit', 'cocok', 'exp', 'maret']",coba travel kit cocok exp maret,"{'classified_text': 'coba travel kit cocok [3] exp maret', 'tweet_text': ' coba travel kit cocok exp maret', 'sentence_score': ['coba travel kit cocok [3] exp maret'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba travel kit cocok [3] exp maret, coba travel kit cocok exp maret,['coba travel kit cocok [3] exp maret'],3,-1,positif
"lama bgt sampenyaa tumbennn
tp gpp
alhamdulillah beli harga cuci gudang tapi dpt yg masih baru bgt
exp masih lamaaa akkk makasih avoskin",lama bgt sampenyaa tumbennn tp gpp alhamdulillah beli harga cuci gudang tapi dpt yg masih baru bgt exp masih lamaaa akkk makasih avoskin,lama banget sampai tumben tapi enggak apa-apa alhamdulillah beli harga cuci gudang tapi dapat yang masih baru banget exp masih lama akkk terima kasih avoskin,"['lama', 'banget', 'sampai', 'tumben', 'tapi', 'enggak', 'apa-apa', 'alhamdulillah', 'beli', 'harga', 'cuci', 'gudang', 'tapi', 'dapat', 'yang', 'masih', 'baru', 'banget', 'exp', 'masih', 'lama', 'akkk', 'terima', 'kasih', 'avoskin']","['banget', 'tumben', 'apa-apa', 'beli', 'harga', 'cuci', 'gudang', 'banget', 'exp', 'akkk', 'terima', 'kasih', 'avoskin']","['banget', 'tumben', 'apa', 'beli', 'harga', 'cuci', 'gudang', 'banget', 'exp', 'akkk', 'terima', 'kasih', 'avoskin']",banget tumben apa beli harga cuci gudang banget exp akkk terima kasih avoskin,"{'classified_text': 'banget tumben apa beli harga cuci gudang banget exp ak terima kasih [4] avoskin', 'tweet_text': ' banget tumben apa beli harga cuci gudang banget exp ak terima kasih avoskin', 'sentence_score': ['banget tumben apa beli harga cuci gudang banget exp ak terima kasih [4] avoskin'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",banget tumben apa beli harga cuci gudang banget exp ak terima kasih [4] avoskin, banget tumben apa beli harga cuci gudang banget exp ak terima kasih avoskin,['banget tumben apa beli harga cuci gudang banget exp ak terima kasih [4] avoskin'],4,-1,positif
"pengiriman aga lama emg, pesen tgl 1 baru sampe hari ini, udh pake 3 produk dr avoskin sejauh ini belom ada masalah dikulit aku, penasaran sm yg ini krn reviewnya ky bagus2 dan sll soldout juga, akhirnya beli dan prmo juga, dpt harga 76rb hehe thanku tokped",pengiriman aga lama emg pesen tgl baru sampe hari ini udh pake produk dr avoskin sejauh ini belom ada masalah dikulit aku penasaran sm yg ini krn reviewnya ky bagus dan sll soldout juga akhirnya beli dan prmo juga dpt harga rb thanku tokped,pengiriman aga lama memang pesan tanggal baru sampai hari ini sudah pakai produk dari avoskin sejauh ini belum ada masalah dikulit aku penasaran sama yang ini karena reviewnya kaya bagus dan selalu soldout juga akhirnya beli dan prmo juga dapat harga ribu thanku tokped,"['pengiriman', 'aga', 'lama', 'memang', 'pesan', 'tanggal', 'baru', 'sampai', 'hari', 'ini', 'sudah', 'pakai', 'produk', 'dari', 'avoskin', 'sejauh', 'ini', 'belum', 'ada', 'masalah', 'dikulit', 'aku', 'penasaran', 'sama', 'yang', 'ini', 'karena', 'reviewnya', 'kaya', 'bagus', 'dan', 'selalu', 'soldout', 'juga', 'akhirnya', 'beli', 'dan', 'prmo', 'juga', 'dapat', 'harga', 'ribu', 'thanku', 'tokped']","['pengiriman', 'pesan', 'pakai', 'produk', 'avoskin', 'dikulit', 'penasaran', 'reviewnya', 'kaya', 'bagus', 'soldout', 'beli', 'prmo', 'harga', 'thanku', 'tokped']","['kirim', 'pesan', 'pakai', 'produk', 'avoskin', 'kulit', 'penasaran', 'reviewnya', 'kaya', 'bagus', 'soldout', 'beli', 'prmo', 'harga', 'thanku', 'tokped']",kirim pesan pakai produk avoskin kulit penasaran reviewnya kaya bagus soldout beli prmo harga thanku tokped,"{'classified_text': 'kirim pesan pakai produk avoskin kulit penasaran reviewnya kaya [3] bagus [5] soldout beli prmo harga thanku tokped', 'tweet_text': ' kirim pesan pakai produk avoskin kulit penasaran reviewnya kaya bagus soldout beli prmo harga thanku tokped', 'sentence_score': ['kirim pesan pakai produk avoskin kulit penasaran reviewnya kaya [3] bagus [5] soldout beli prmo harga thanku tokped'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",kirim pesan pakai produk avoskin kulit penasaran reviewnya kaya [3] bagus [5] soldout beli prmo harga thanku tokped, kirim pesan pakai produk avoskin kulit penasaran reviewnya kaya bagus soldout beli prmo harga thanku tokped,['kirim pesan pakai produk avoskin kulit penasaran reviewnya kaya [3] bagus [5] soldout beli prmo harga thanku tokped'],5,-1,positif
baru sampe di taro meja malah kesenggol pembantu alhasil pecah 😂😭,baru sampe di taro meja malah kesenggol pembantu alhasil pecah,baru sampai di taro meja malah kesenggol pembantu alhasil pecah,"['baru', 'sampai', 'di', 'taro', 'meja', 'malah', 'kesenggol', 'pembantu', 'alhasil', 'pecah']","['taro', 'meja', 'kesenggol', 'pembantu', 'alhasil', 'pecah']","['taro', 'meja', 'senggol', 'bantu', 'alhasil', 'pecah']",taro meja senggol bantu alhasil pecah,"{'classified_text': 'taro meja senggol bantu alhasil pecah [-2]', 'tweet_text': ' taro meja senggol bantu alhasil pecah', 'sentence_score': ['taro meja senggol bantu alhasil pecah [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",taro meja senggol bantu alhasil pecah [-2], taro meja senggol bantu alhasil pecah,['taro meja senggol bantu alhasil pecah [-2]'],1,-2,negatif
"udah botol ke 4 dan emang bagusss, tapi waktu paket ini ngirimnya lumayan lama yaaa. terimakasih bonus cerminnya",udah botol ke dan emang bagusss tapi waktu paket ini ngirimnya lumayan lama yaaa terimakasih bonus cerminnya,sudah botol ke dan memang bagus tapi waktu paket ini ngirimnya lumayan lama ya terima kasih bonus cerminnya,"['sudah', 'botol', 'ke', 'dan', 'memang', 'bagus', 'tapi', 'waktu', 'paket', 'ini', 'ngirimnya', 'lumayan', 'lama', 'ya', 'terima', 'kasih', 'bonus', 'cerminnya']","['botol', 'bagus', 'paket', 'ngirimnya', 'lumayan', 'terima', 'kasih', 'bonus', 'cerminnya']","['botol', 'bagus', 'paket', 'ngirimnya', 'lumayan', 'terima', 'kasih', 'bonus', 'cermin']",botol bagus paket ngirimnya lumayan terima kasih bonus cermin,"{'classified_text': 'botol bagus [4] paket ngirimnya lumayan [2] terima kasih [4] bonus [4] cermin', 'tweet_text': ' botol bagus paket ngirimnya lumayan terima kasih bonus cermin', 'sentence_score': ['botol bagus [4] paket ngirimnya lumayan [2] terima kasih [4] bonus [4] cermin'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",botol bagus [4] paket ngirimnya lumayan [2] terima kasih [4] bonus [4] cermin, botol bagus paket ngirimnya lumayan terima kasih bonus cermin,['botol bagus [4] paket ngirimnya lumayan [2] terima kasih [4] bonus [4] cermin'],4,-1,positif
"serum kecintaan akuu si kecil cabe rawit yg biki  kulit aku mulussss aaa luvvv bgt walaupun harganya bikin dompet kering yahhh, sering2 promo yhh minvoo hihii, btw avoskin packagingnya juarakkk walaupun cm 1 tetep dikirim pake kardus dengan kertas cakep yg bergulung2, i really love avoskinnnn mwahh",serum kecintaan akuu si kecil cabe rawit yg biki kulit aku mulussss aaa luvvv bgt walaupun harganya bikin dompet kering yahhh sering promo yhh minvoo hihii btw avoskin packagingnya juarakkk walaupun cm tetep dikirim pake kardus dengan kertas cakep yg bergulung really love avoskinnnn mwahh,serum kecintaan aku sih kecil cabe rawit yang biki kulit aku mulus aaa love banget walaupun harganya bikin dompet kering ya sering promo yhh minvoo hihii btw avoskin packagingnya juara walaupun cuma tetap dikirim pakai kardus dengan kertas cakep yang bergulung really love avoskin mwahh,"['serum', 'kecintaan', 'aku', 'sih', 'kecil', 'cabe', 'rawit', 'yang', 'biki', 'kulit', 'aku', 'mulus', 'aaa', 'love', 'banget', 'walaupun', 'harganya', 'bikin', 'dompet', 'kering', 'ya', 'sering', 'promo', 'yhh', 'minvoo', 'hihii', 'btw', 'avoskin', 'packagingnya', 'juara', 'walaupun', 'cuma', 'tetap', 'dikirim', 'pakai', 'kardus', 'dengan', 'kertas', 'cakep', 'yang', 'bergulung', 'really', 'love', 'avoskin', 'mwahh']","['serum', 'kecintaan', 'cabe', 'rawit', 'biki', 'kulit', 'mulus', 'love', 'banget', 'harganya', 'dompet', 'kering', 'promo', 'yhh', 'minvoo', 'hihii', 'avoskin', 'packagingnya', 'juara', 'dikirim', 'pakai', 'kardus', 'kertas', 'cakep', 'bergulung', 'really', 'love', 'avoskin', 'mwahh']","['serum', 'cinta', 'cabe', 'rawit', 'bik', 'kulit', 'mulus', 'love', 'banget', 'harga', 'dompet', 'kering', 'promo', 'yhh', 'minvoo', 'hihii', 'avoskin', 'packagingnya', 'juara', 'kirim', 'pakai', 'kardus', 'kertas', 'cakep', 'gulung', 'really', 'love', 'avoskin', 'mwahh']",serum cinta cabe rawit bik kulit mulus love banget harga dompet kering promo yhh minvoo hihii avoskin packagingnya juara kirim pakai kardus kertas cakep gulung really love avoskin mwahh,"{'classified_text': 'serum cinta [5] cabe rawit bik kulit mulus love banget harga dompet kering promo yhh minvoo hihii avoskin packagingnya juara kirim pakai kardus kertas cakep gulung really love avoskin mwahh', 'tweet_text': ' serum cinta cabe rawit bik kulit mulus love banget harga dompet kering promo yhh minvoo hihii avoskin packagingnya juara kirim pakai kardus kertas cakep gulung really love avoskin mwahh', 'sentence_score': ['serum cinta [5] cabe rawit bik kulit mulus love banget harga dompet kering promo yhh minvoo hihii avoskin packagingnya juara kirim pakai kardus kertas cakep gulung really love avoskin mwahh'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",serum cinta [5] cabe rawit bik kulit mulus love banget harga dompet kering promo yhh minvoo hihii avoskin packagingnya juara kirim pakai kardus kertas cakep gulung really love avoskin mwahh, serum cinta cabe rawit bik kulit mulus love banget harga dompet kering promo yhh minvoo hihii avoskin packagingnya juara kirim pakai kardus kertas cakep gulung really love avoskin mwahh,['serum cinta [5] cabe rawit bik kulit mulus love banget harga dompet kering promo yhh minvoo hihii avoskin packagingnya juara kirim pakai kardus kertas cakep gulung really love avoskin mwahh'],5,-1,positif
semogaaaa cocokkk,semogaaaa cocokkk,semoga cocok,"['semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok,"{'classified_text': 'moga cocok [3]', 'tweet_text': ' moga cocok', 'sentence_score': ['moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3], moga cocok,['moga cocok [3]'],3,-1,positif
