case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
"pengiriman aga lama emg, pesen tgl 1 baru sampe hari ini, udh pake 3 produk dr avoskin sejauh ini belom ada masalah dikulit aku, penasaran sm yg ini krn reviewnya ky bagus2 dan sll soldout juga, akhirnya beli dan prmo juga, dpt harga 76rb hehe thanku tokped",pengiriman aga lama emg pesen tgl baru sampe hari ini udh pake produk dr avoskin sejauh ini belom ada masalah dikulit aku penasaran sm yg ini krn reviewnya ky bagus dan sll soldout juga akhirnya beli dan prmo juga dpt harga rb thanku tokped,pengiriman aga lama memang pesan tanggal baru sampai hari ini sudah pakai produk dari avoskin sejauh ini belum ada masalah dikulit aku penasaran sama yang ini karena reviewnya kaya bagus dan selalu soldout juga akhirnya beli dan prmo juga dapat harga ribu thanku tokped,"['pengiriman', 'aga', 'lama', 'memang', 'pesan', 'tanggal', 'baru', 'sampai', 'hari', 'ini', 'sudah', 'pakai', 'produk', 'dari', 'avoskin', 'sejauh', 'ini', 'belum', 'ada', 'masalah', 'dikulit', 'aku', 'penasaran', 'sama', 'yang', 'ini', 'karena', 'reviewnya', 'kaya', 'bagus', 'dan', 'selalu', 'soldout', 'juga', 'akhirnya', 'beli', 'dan', 'prmo', 'juga', 'dapat', 'harga', 'ribu', 'thanku', 'tokped']","['pengiriman', 'aga', 'lama', 'memang', 'pesan', 'tanggal', 'baru', 'hari', 'pakai', 'produk', 'avoskin', 'sejauh', 'belum', 'masalah', 'dikulit', 'aku', 'penasaran', 'sama', 'reviewnya', 'kaya', 'bagus', 'selalu', 'soldout', 'akhirnya', 'beli', 'prmo', 'harga', 'ribu', 'thanku', 'tokped']","['kirim', 'aga', 'lama', 'memang', 'pesan', 'tanggal', 'baru', 'hari', 'pakai', 'produk', 'avoskin', 'jauh', 'belum', 'masalah', 'kulit', 'aku', 'penasaran', 'sama', 'reviewnya', 'kaya', 'bagus', 'selalu', 'soldout', 'akhir', 'beli', 'prmo', 'harga', 'ribu', 'thanku', 'tokped']",kirim aga lama memang pesan tanggal baru hari pakai produk avoskin jauh belum masalah kulit aku penasaran sama reviewnya kaya bagus selalu soldout akhir beli prmo harga ribu thanku tokped,positif
baru sampe di taro meja malah kesenggol pembantu alhasil pecah 😂😭,baru sampe di taro meja malah kesenggol pembantu alhasil pecah,baru sampai di taro meja malah kesenggol pembantu alhasil pecah,"['baru', 'sampai', 'di', 'taro', 'meja', 'malah', 'kesenggol', 'pembantu', 'alhasil', 'pecah']","['baru', 'taro', 'meja', 'malah', 'kesenggol', 'pembantu', 'alhasil', 'pecah']","['baru', 'taro', 'meja', 'malah', 'senggol', 'bantu', 'alhasil', 'pecah']",baru taro meja malah senggol bantu alhasil pecah,negatif
"udah botol ke 4 dan emang bagusss, tapi waktu paket ini ngirimnya lumayan lama yaaa. terimakasih bonus cerminnya",udah botol ke dan emang bagusss tapi waktu paket ini ngirimnya lumayan lama yaaa terimakasih bonus cerminnya,sudah botol ke dan memang bagus tapi waktu paket ini ngirimnya lumayan lama ya terima kasih bonus cerminnya,"['sudah', 'botol', 'ke', 'dan', 'memang', 'bagus', 'tapi', 'waktu', 'paket', 'ini', 'ngirimnya', 'lumayan', 'lama', 'ya', 'terima', 'kasih', 'bonus', 'cerminnya']","['botol', 'memang', 'bagus', 'waktu', 'paket', 'ngirimnya', 'lumayan', 'lama', 'terima', 'kasih', 'bonus', 'cerminnya']","['botol', 'memang', 'bagus', 'waktu', 'paket', 'ngirimnya', 'lumayan', 'lama', 'terima', 'kasih', 'bonus', 'cermin']",botol memang bagus waktu paket ngirimnya lumayan lama terima kasih bonus cermin,positif
"serum kecintaan akuu si kecil cabe rawit yg biki  kulit aku mulussss aaa luvvv bgt walaupun harganya bikin dompet kering yahhh, sering2 promo yhh minvoo hihii, btw avoskin packagingnya juarakkk walaupun cm 1 tetep dikirim pake kardus dengan kertas cakep yg bergulung2, i really love avoskinnnn mwahh",serum kecintaan akuu si kecil cabe rawit yg biki kulit aku mulussss aaa luvvv bgt walaupun harganya bikin dompet kering yahhh sering promo yhh minvoo hihii btw avoskin packagingnya juarakkk walaupun cm tetep dikirim pake kardus dengan kertas cakep yg bergulung really love avoskinnnn mwahh,serum kecintaan aku sih kecil cabe rawit yang biki kulit aku mulus aaa love banget walaupun harganya bikin dompet kering ya sering promo yhh minvoo hihii btw avoskin packagingnya juara walaupun cuma tetap dikirim pakai kardus dengan kertas cakep yang bergulung really love avoskin mwahh,"['serum', 'kecintaan', 'aku', 'sih', 'kecil', 'cabe', 'rawit', 'yang', 'biki', 'kulit', 'aku', 'mulus', 'aaa', 'love', 'banget', 'walaupun', 'harganya', 'bikin', 'dompet', 'kering', 'ya', 'sering', 'promo', 'yhh', 'minvoo', 'hihii', 'btw', 'avoskin', 'packagingnya', 'juara', 'walaupun', 'cuma', 'tetap', 'dikirim', 'pakai', 'kardus', 'dengan', 'kertas', 'cakep', 'yang', 'bergulung', 'really', 'love', 'avoskin', 'mwahh']","['serum', 'kecintaan', 'aku', 'sih', 'kecil', 'cabe', 'rawit', 'biki', 'kulit', 'aku', 'mulus', 'aaa', 'love', 'banget', 'walaupun', 'harganya', 'bikin', 'dompet', 'kering', 'sering', 'promo', 'yhh', 'minvoo', 'hihii', 'btw', 'avoskin', 'packagingnya', 'juara', 'walaupun', 'cuma', 'tetap', 'dikirim', 'pakai', 'kardus', 'kertas', 'cakep', 'bergulung', 'really', 'love', 'avoskin', 'mwahh']","['serum', 'cinta', 'aku', 'sih', 'kecil', 'cabe', 'rawit', 'bik', 'kulit', 'aku', 'mulus', 'aaa', 'love', 'banget', 'walaupun', 'harga', 'bikin', 'dompet', 'kering', 'sering', 'promo', 'yhh', 'minvoo', 'hihii', 'btw', 'avoskin', 'packagingnya', 'juara', 'walaupun', 'cuma', 'tetap', 'kirim', 'pakai', 'kardus', 'kertas', 'cakep', 'gulung', 'really', 'love', 'avoskin', 'mwahh']",serum cinta aku sih kecil cabe rawit bik kulit aku mulus aaa love banget walaupun harga bikin dompet kering sering promo yhh minvoo hihii btw avoskin packagingnya juara walaupun cuma tetap kirim pakai kardus kertas cakep gulung really love avoskin mwahh,positif
semogaaaa cocokkk,semogaaaa cocokkk,semoga cocok,"['semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok,positif
pertama kali nyoba tonernya semoga cocok.,pertama kali nyoba tonernya semoga cocok,pertama kali mencoba tonernya semoga cocok,"['pertama', 'kali', 'mencoba', 'tonernya', 'semoga', 'cocok']","['pertama', 'kali', 'mencoba', 'tonernya', 'semoga', 'cocok']","['pertama', 'kali', 'coba', 'tonernya', 'moga', 'cocok']",pertama kali coba tonernya moga cocok,positif
udah langganan karna cocok pakai serum ini. thanks seller,udah langganan karna cocok pakai serum ini thanks seller,sudah langganan karena cocok pakai serum ini thanks seller,"['sudah', 'langganan', 'karena', 'cocok', 'pakai', 'serum', 'ini', 'thanks', 'seller']","['langganan', 'cocok', 'pakai', 'serum', 'thanks', 'seller']","['langgan', 'cocok', 'pakai', 'serum', 'thanks', 'seller']",langgan cocok pakai serum thanks seller,positif
"serumnya bener bener cair banget, ini pemakaian selama 7 hari, tapi belum berasa bangt efeknya",serumnya bener bener cair banget ini pemakaian selama hari tapi belum berasa bangt efeknya,serumnya benar benar cair banget ini pemakaian selama hari tapi belum berasa banget efeknya,"['serumnya', 'benar', 'benar', 'cair', 'banget', 'ini', 'pemakaian', 'selama', 'hari', 'tapi', 'belum', 'berasa', 'banget', 'efeknya']","['serumnya', 'benar', 'benar', 'cair', 'banget', 'pemakaian', 'selama', 'hari', 'belum', 'berasa', 'banget', 'efeknya']","['serum', 'benar', 'benar', 'cair', 'banget', 'pakai', 'lama', 'hari', 'belum', 'asa', 'banget', 'efek']",serum benar benar cair banget pakai lama hari belum asa banget efek,positif
sesuai pesanan,sesuai pesanan,sesuai pesanan,"['sesuai', 'pesanan']","['sesuai', 'pesanan']","['sesuai', 'pesan']",sesuai pesan,positif
wahhh aku suka banget pake serum aa. cocok dikulitku alhamdulillah,wahhh aku suka banget pake serum aa cocok dikulitku alhamdulillah,wah aku suka banget pakai serum aa cocok dikulitku alhamdulillah,"['wah', 'aku', 'suka', 'banget', 'pakai', 'serum', 'aa', 'cocok', 'dikulitku', 'alhamdulillah']","['wah', 'aku', 'suka', 'banget', 'pakai', 'serum', 'aa', 'cocok', 'dikulitku', 'alhamdulillah']","['wah', 'aku', 'suka', 'banget', 'pakai', 'serum', 'aa', 'cocok', 'kulit', 'alhamdulillah']",wah aku suka banget pakai serum aa cocok kulit alhamdulillah,positif
"aku kombinasiin sama avoskin seri ysb. hasilnya bagus di kulit aku. 
pengemasan toko cepat, ekspedisinya lama bgt sampe ke bogor",aku kombinasiin sama avoskin seri ysb hasilnya bagus di kulit aku pengemasan toko cepat ekspedisinya lama bgt sampe ke bogor,aku kombinasiin sama avoskin seri ysb hasilnya bagus di kulit aku pengemasan toko cepat ekspedisinya lama banget sampai ke bogor,"['aku', 'kombinasiin', 'sama', 'avoskin', 'seri', 'ysb', 'hasilnya', 'bagus', 'di', 'kulit', 'aku', 'pengemasan', 'toko', 'cepat', 'ekspedisinya', 'lama', 'banget', 'sampai', 'ke', 'bogor']","['aku', 'kombinasiin', 'sama', 'avoskin', 'seri', 'ysb', 'hasilnya', 'bagus', 'kulit', 'aku', 'pengemasan', 'toko', 'cepat', 'ekspedisinya', 'lama', 'banget', 'bogor']","['aku', 'kombinasiin', 'sama', 'avoskin', 'seri', 'ysb', 'hasil', 'bagus', 'kulit', 'aku', 'emas', 'toko', 'cepat', 'ekspedisi', 'lama', 'banget', 'bogor']",aku kombinasiin sama avoskin seri ysb hasil bagus kulit aku emas toko cepat ekspedisi lama banget bogor,positif
"iseng co yg travel kit soalnya baru nyobain, takut g cocok. sebelumnya aku jg pake avoskin tp bukan yg ini. 
sempat inbox csnya, apa bisa dipakai bareng ampoulenya devine aura. katanya bisa. pas aku cobain, bsk paginya emang beda rasanya. jerawat langsung kempes, kulit lembab tp g oily. 
ini aku kasih perbandinga  picnya sama serum yg versi besar ya.",iseng co yg travel kit soalnya baru nyobain takut cocok sebelumnya aku jg pake avoskin tp bukan yg ini sempat inbox csnya apa bisa dipakai bareng ampoulenya devine aura katanya bisa pas aku cobain bsk paginya emang beda rasanya jerawat langsung kempes kulit lembab tp oily ini aku kasih perbandinga picnya sama serum yg versi besar ya,iseng checkout yang travel kit soalnya baru mencoba takut cocok sebelumnya aku juga pakai avoskin tapi bukan yang ini sempat inbox csnya apa bisa dipakai bareng ampoulenya devine aura katanya bisa pas aku mencoba besok paginya memang beda rasanya jerawat langsung kempes kulit lembab tapi oily ini aku kasih perbandingan picnya sama serum yang versi besar ya,"['iseng', 'checkout', 'yang', 'travel', 'kit', 'soalnya', 'baru', 'mencoba', 'takut', 'cocok', 'sebelumnya', 'aku', 'juga', 'pakai', 'avoskin', 'tapi', 'bukan', 'yang', 'ini', 'sempat', 'inbox', 'csnya', 'apa', 'bisa', 'dipakai', 'bareng', 'ampoulenya', 'devine', 'aura', 'katanya', 'bisa', 'pas', 'aku', 'mencoba', 'besok', 'paginya', 'memang', 'beda', 'rasanya', 'jerawat', 'langsung', 'kempes', 'kulit', 'lembab', 'tapi', 'oily', 'ini', 'aku', 'kasih', 'perbandingan', 'picnya', 'sama', 'serum', 'yang', 'versi', 'besar', 'ya']","['iseng', 'checkout', 'travel', 'kit', 'soalnya', 'baru', 'mencoba', 'takut', 'cocok', 'sebelumnya', 'aku', 'pakai', 'avoskin', 'bukan', 'sempat', 'inbox', 'csnya', 'apa', 'dipakai', 'bareng', 'ampoulenya', 'devine', 'aura', 'katanya', 'pas', 'aku', 'mencoba', 'besok', 'paginya', 'memang', 'beda', 'rasanya', 'jerawat', 'langsung', 'kempes', 'kulit', 'lembab', 'oily', 'aku', 'kasih', 'perbandingan', 'picnya', 'sama', 'serum', 'versi', 'besar']","['iseng', 'checkout', 'travel', 'kit', 'soal', 'baru', 'coba', 'takut', 'cocok', 'belum', 'aku', 'pakai', 'avoskin', 'bukan', 'sempat', 'inbox', 'csnya', 'apa', 'pakai', 'bareng', 'ampoulenya', 'devine', 'aura', 'kata', 'pas', 'aku', 'coba', 'besok', 'pagi', 'memang', 'beda', 'rasa', 'jerawat', 'langsung', 'kempes', 'kulit', 'lembab', 'oily', 'aku', 'kasih', 'banding', 'picnya', 'sama', 'serum', 'versi', 'besar']",iseng checkout travel kit soal baru coba takut cocok belum aku pakai avoskin bukan sempat inbox csnya apa pakai bareng ampoulenya devine aura kata pas aku coba besok pagi memang beda rasa jerawat langsung kempes kulit lembab oily aku kasih banding picnya sama serum versi besar,positif
"cepet banget nyampe nya, cool packaging too hehe, produknya aman engga kurang atau pecah, makasi sekali buat mas kurir dan seller nya!",cepet banget nyampe nya cool packaging too produknya aman engga kurang atau pecah makasi sekali buat mas kurir dan seller nya,cepat banget sampai nya cool packaging too produknya aman enggak kurang atau pecah terima kasih sekali buat mas kurir dan seller nya,"['cepat', 'banget', 'sampai', 'nya', 'cool', 'packaging', 'too', 'produknya', 'aman', 'enggak', 'kurang', 'atau', 'pecah', 'terima', 'kasih', 'sekali', 'buat', 'mas', 'kurir', 'dan', 'seller', 'nya']","['cepat', 'banget', 'nya', 'cool', 'packaging', 'too', 'produknya', 'aman', 'enggak', 'kurang', 'pecah', 'terima', 'kasih', 'sekali', 'buat', 'mas', 'kurir', 'seller', 'nya']","['cepat', 'banget', 'nya', 'cool', 'packaging', 'too', 'produk', 'aman', 'enggak', 'kurang', 'pecah', 'terima', 'kasih', 'sekali', 'buat', 'mas', 'kurir', 'seller', 'nya']",cepat banget nya cool packaging too produk aman enggak kurang pecah terima kasih sekali buat mas kurir seller nya,positif
pembelian ke 3x tapi yang sekarang warnanya agak kuning kenapa ya? walaupun dipake gak ada efek negatif sih,pembelian ke tapi yang sekarang warnanya agak kuning kenapa ya walaupun dipake gak ada efek negatif sih,pembelian ke tapi yang sekarang warnanya agak kuning kenapa ya walaupun dipakai enggak ada efek negatif sih,"['pembelian', 'ke', 'tapi', 'yang', 'sekarang', 'warnanya', 'agak', 'kuning', 'kenapa', 'ya', 'walaupun', 'dipakai', 'enggak', 'ada', 'efek', 'negatif', 'sih']","['pembelian', 'sekarang', 'warnanya', 'kuning', 'walaupun', 'dipakai', 'enggak', 'efek', 'negatif', 'sih']","['beli', 'sekarang', 'warna', 'kuning', 'walaupun', 'pakai', 'enggak', 'efek', 'negatif', 'sih']",beli sekarang warna kuning walaupun pakai enggak efek negatif sih,positif
"sudah habis pemakaian satu botol,beneran ngilangi bekas tp harus rutin dan rajin!!!",sudah habis pemakaian satu botol beneran ngilangi bekas tp harus rutin dan rajin,sudah habis pemakaian satu botol benaran ngilangi bekas tapi harus rutin dan rajin,"['sudah', 'habis', 'pemakaian', 'satu', 'botol', 'benaran', 'ngilangi', 'bekas', 'tapi', 'harus', 'rutin', 'dan', 'rajin']","['habis', 'pemakaian', 'satu', 'botol', 'benaran', 'ngilangi', 'bekas', 'rutin', 'rajin']","['habis', 'pakai', 'satu', 'botol', 'benar', 'ngilangi', 'bekas', 'rutin', 'rajin']",habis pakai satu botol benar ngilangi bekas rutin rajin,positif
"padahal ini produk udah lama rilis tapi baru nyobain sekarang karna lagi diskonan, semoga cocok",padahal ini produk udah lama rilis tapi baru nyobain sekarang karna lagi diskonan semoga cocok,padahal ini produk sudah lama rilis tapi baru mencoba sekarang karena lagi diskonan semoga cocok,"['padahal', 'ini', 'produk', 'sudah', 'lama', 'rilis', 'tapi', 'baru', 'mencoba', 'sekarang', 'karena', 'lagi', 'diskonan', 'semoga', 'cocok']","['padahal', 'produk', 'lama', 'rilis', 'baru', 'mencoba', 'sekarang', 'diskonan', 'semoga', 'cocok']","['padahal', 'produk', 'lama', 'rilis', 'baru', 'coba', 'sekarang', 'diskon', 'moga', 'cocok']",padahal produk lama rilis baru coba sekarang diskon moga cocok,positif
"bahan gel bening coklat
baru pertama pakai yang ysb ini, semoga cocok
cz biasanya beli yang ijo biasa gentle wash nya",bahan gel bening coklat baru pertama pakai yang ysb ini semoga cocok cz biasanya beli yang ijo biasa gentle wash nya,bahan gel bening coklat baru pertama pakai yang ysb ini semoga cocok cz biasanya beli yang ijo biasa gentle wash nya,"['bahan', 'gel', 'bening', 'coklat', 'baru', 'pertama', 'pakai', 'yang', 'ysb', 'ini', 'semoga', 'cocok', 'cz', 'biasanya', 'beli', 'yang', 'ijo', 'biasa', 'gentle', 'wash', 'nya']","['bahan', 'gel', 'bening', 'coklat', 'baru', 'pertama', 'pakai', 'ysb', 'semoga', 'cocok', 'cz', 'biasanya', 'beli', 'ijo', 'biasa', 'gentle', 'wash', 'nya']","['bahan', 'gel', 'bening', 'coklat', 'baru', 'pertama', 'pakai', 'ysb', 'moga', 'cocok', 'cz', 'biasa', 'beli', 'ijo', 'biasa', 'gentle', 'wash', 'nya']",bahan gel bening coklat baru pertama pakai ysb moga cocok cz biasa beli ijo biasa gentle wash nya,positif
beli toner yang di kirim serum,beli toner yang di kirim serum,beli toner yang di kirim serum,"['beli', 'toner', 'yang', 'di', 'kirim', 'serum']","['beli', 'toner', 'kirim', 'serum']","['beli', 'toner', 'kirim', 'serum']",beli toner kirim serum,netral
"beli apa yang di kirim
apa",beli apa yang di kirim apa,beli apa yang di kirim apa,"['beli', 'apa', 'yang', 'di', 'kirim', 'apa']","['beli', 'apa', 'kirim', 'apa']","['beli', 'apa', 'kirim', 'apa']",beli apa kirim apa,netral
"bagus bgt buat kulit oily, menghikangkan bruntusan dan mengecilkan pori.",bagus bgt buat kulit oily menghikangkan bruntusan dan mengecilkan pori,bagus banget buat kulit oily menghilangkan bruntusan dan mengecilkan pori,"['bagus', 'banget', 'buat', 'kulit', 'oily', 'menghilangkan', 'bruntusan', 'dan', 'mengecilkan', 'pori']","['bagus', 'banget', 'buat', 'kulit', 'oily', 'menghilangkan', 'bruntusan', 'mengecilkan', 'pori']","['bagus', 'banget', 'buat', 'kulit', 'oily', 'hilang', 'bruntusan', 'kecil', 'pori']",bagus banget buat kulit oily hilang bruntusan kecil pori,positif
"gak perlu diragukan lagi sih ini produk, worth to buy. 
pengiriman cepat & packagingnya yg super aman. thx seller.",gak perlu diragukan lagi sih ini produk worth to buy pengiriman cepat packagingnya yg super aman thx seller,enggak perlu diragukan lagi sih ini produk worth tapi buy pengiriman cepat packagingnya yang super aman thanks seller,"['enggak', 'perlu', 'diragukan', 'lagi', 'sih', 'ini', 'produk', 'worth', 'tapi', 'buy', 'pengiriman', 'cepat', 'packagingnya', 'yang', 'super', 'aman', 'thanks', 'seller']","['enggak', 'perlu', 'diragukan', 'sih', 'produk', 'worth', 'buy', 'pengiriman', 'cepat', 'packagingnya', 'super', 'aman', 'thanks', 'seller']","['enggak', 'perlu', 'ragu', 'sih', 'produk', 'worth', 'buy', 'kirim', 'cepat', 'packagingnya', 'super', 'aman', 'thanks', 'seller']",enggak perlu ragu sih produk worth buy kirim cepat packagingnya super aman thanks seller,positif
barang diterima dg baik dan expired la 02.2025,barang diterima dg baik dan expired la,barang diterima dengan baik dan expired lah,"['barang', 'diterima', 'dengan', 'baik', 'dan', 'expired', 'lah']","['barang', 'diterima', 'baik', 'expired', 'lah']","['barang', 'terima', 'baik', 'expired', 'lah']",barang terima baik expired lah,positif
bakal menjadi best combo kalau malamnya pke toner exfo + alpha arbutin,bakal menjadi best combo kalau malamnya pke toner exfo alpha arbutin,bakal menjadi best combo kalau malamnya pakai toner exfo alpha arbutin,"['bakal', 'menjadi', 'best', 'combo', 'kalau', 'malamnya', 'pakai', 'toner', 'exfo', 'alpha', 'arbutin']","['bakal', 'menjadi', 'best', 'combo', 'kalau', 'malamnya', 'pakai', 'toner', 'exfo', 'alpha', 'arbutin']","['bakal', 'jadi', 'best', 'combo', 'kalau', 'malam', 'pakai', 'toner', 'exfo', 'alpha', 'arbutin']",bakal jadi best combo kalau malam pakai toner exfo alpha arbutin,negatif
toner kesayangan banget. buat dipakai sebelum make serum retinolnya avoskin. tekstur dia cair kentel gitu agak lengket tapi aku cinta banget. pas beli kemarin dapat harga lebih murah dan cashback huhu lovee! makasih tokopedia dan avoskin.,toner kesayangan banget buat dipakai sebelum make serum retinolnya avoskin tekstur dia cair kentel gitu agak lengket tapi aku cinta banget pas beli kemarin dapat harga lebih murah dan cashback huhu lovee makasih tokopedia dan avoskin,toner kesayangan banget buat dipakai sebelum memakai serum retinolnya avoskin tekstur dia cair kentel begitu agak lengket tapi aku cinta banget pas beli kemarin dapat harga lebih murah dan cashback huhu lovee terima kasih tokopedia dan avoskin,"['toner', 'kesayangan', 'banget', 'buat', 'dipakai', 'sebelum', 'memakai', 'serum', 'retinolnya', 'avoskin', 'tekstur', 'dia', 'cair', 'kentel', 'begitu', 'agak', 'lengket', 'tapi', 'aku', 'cinta', 'banget', 'pas', 'beli', 'kemarin', 'dapat', 'harga', 'lebih', 'murah', 'dan', 'cashback', 'huhu', 'lovee', 'terima', 'kasih', 'tokopedia', 'dan', 'avoskin']","['toner', 'kesayangan', 'banget', 'buat', 'dipakai', 'memakai', 'serum', 'retinolnya', 'avoskin', 'tekstur', 'cair', 'kentel', 'lengket', 'aku', 'cinta', 'banget', 'pas', 'beli', 'kemarin', 'harga', 'lebih', 'murah', 'cashback', 'huhu', 'lovee', 'terima', 'kasih', 'tokopedia', 'avoskin']","['toner', 'sayang', 'banget', 'buat', 'pakai', 'pakai', 'serum', 'retinolnya', 'avoskin', 'tekstur', 'cair', 'kentel', 'lengket', 'aku', 'cinta', 'banget', 'pas', 'beli', 'kemarin', 'harga', 'lebih', 'murah', 'cashback', 'huhu', 'lovee', 'terima', 'kasih', 'tokopedia', 'avoskin']",toner sayang banget buat pakai pakai serum retinolnya avoskin tekstur cair kentel lengket aku cinta banget pas beli kemarin harga lebih murah cashback huhu lovee terima kasih tokopedia avoskin,positif
